restaurant_id,number_of_items,cuisine_type,order_hour,day_of_week,restaurant_load,historical_avg_prep_time,food_preparation_time
1073,4,Fast Food,23,Wed,Low,23,26.1
1008,3,Chinese,20,Fri,Medium,14,24.0
1097,1,South Indian,11,Sat,Medium,26,35.7
1070,3,Chinese,8,Mon,High,23,40.6
1041,4,Chinese,9,Mon,Low,27,28.3
1068,3,Indian,10,Sat,Medium,13,25.8
1013,4,Italian,14,Mon,Low,29,42.1
1049,5,Italian,17,Wed,Medium,11,24.9
1060,6,Italian,8,Sun,High,16,37.2
1002,1,Indian,13,Mon,Medium,16,24.8
1060,5,Fast Food,10,Sun,Medium,16,25.6
1005,2,Fast Food,10,Fri,Medium,22,26.5
1044,3,South Indian,11,Sun,Low,28,37.1
1027,2,Fast Food,20,Fri,Medium,15,24.3
1032,7,Fast Food,11,Wed,Medium,29,44.4
1021,3,Italian,14,Sat,Medium,26,41.3
1008,8,Chinese,10,Tue,High,27,49.3
1072,8,Fast Food,15,Wed,High,10,27.8
1050,6,Fast Food,15,Mon,High,22,28.2
1067,5,Indian,18,Wed,High,28,48.7
1044,6,South Indian,23,Fri,High,25,43.7
1058,7,Indian,23,Wed,Medium,19,34.2
1003,4,Italian,20,Wed,Low,22,37.8
1086,6,Chinese,14,Tue,Medium,19,41.2
1070,6,South Indian,9,Fri,High,23,43.0
1002,8,Indian,12,Thu,Low,18,29.3
1087,4,Fast Food,13,Thu,Low,30,34.3
1044,8,Fast Food,19,Fri,Low,20,35.3
1002,3,South Indian,23,Thu,Medium,12,18.8
1081,4,Fast Food,17,Mon,Medium,17,22.5
1035,5,Indian,11,Thu,Medium,21,32.7
1098,6,Indian,23,Mon,Low,12,25.4
1087,8,Fast Food,20,Fri,Medium,16,38.9
1030,4,Fast Food,17,Thu,Medium,23,30.2
1008,7,Italian,12,Thu,Low,16,32.5
1022,7,Chinese,21,Sat,Medium,16,43.2
1044,6,South Indian,16,Sun,Medium,23,38.7
1058,5,Indian,18,Mon,Medium,21,35.4
1036,2,South Indian,14,Mon,Medium,10,26.0
1069,8,Italian,9,Wed,Low,14,31.6
1077,5,Indian,18,Tue,High,20,42.9
1093,1,Italian,8,Thu,Low,10,13.3
1031,1,Italian,9,Sat,Low,22,26.6
1047,1,Fast Food,10,Tue,High,26,31.0
1055,6,South Indian,18,Sun,Medium,12,32.9
1080,7,South Indian,9,Sun,Low,19,33.6
1062,3,Fast Food,18,Sat,Low,28,35.1
1030,8,South Indian,10,Tue,High,16,42.6
1055,7,Fast Food,17,Thu,High,29,48.4
1016,3,Indian,22,Sun,Medium,12,28.8
1012,3,Italian,18,Sat,Medium,21,39.5
1017,7,Italian,18,Mon,Low,19,30.1
1016,8,South Indian,22,Wed,Medium,30,46.2
1012,6,Chinese,19,Sat,Low,21,36.0
1008,5,Italian,21,Fri,Medium,24,38.5
1084,3,Fast Food,19,Sun,Low,15,23.3
1003,2,Chinese,23,Sun,Medium,28,39.4
1016,7,Chinese,16,Thu,Medium,14,32.1
1030,7,Italian,11,Thu,Medium,29,44.5
1023,1,Italian,19,Fri,Low,11,17.6
1092,5,Italian,16,Sun,Medium,30,49.5
1005,1,Fast Food,18,Tue,High,28,29.4
1084,7,Chinese,10,Wed,Medium,28,44.6
1065,7,South Indian,19,Tue,Medium,13,37.5
1030,3,Fast Food,8,Fri,Medium,29,32.6
1021,5,Indian,18,Fri,Medium,14,27.7
1084,4,Italian,12,Wed,Medium,16,31.9
1070,2,Chinese,17,Fri,High,13,21.4
1022,8,Fast Food,17,Fri,Low,20,27.0
1082,3,Indian,21,Sun,Low,12,25.1
1072,7,Fast Food,9,Sat,Medium,14,30.7
1032,8,Fast Food,11,Sun,High,29,45.6
1033,3,South Indian,9,Wed,High,24,41.1
1016,2,South Indian,9,Thu,Medium,30,36.5
1076,7,Fast Food,20,Tue,Medium,27,46.7
1038,2,Indian,10,Thu,Medium,25,38.3
1098,8,Chinese,12,Thu,Medium,25,41.0
1014,4,Chinese,11,Sat,Medium,19,33.3
1036,3,Italian,9,Tue,High,10,24.7
1097,6,Italian,22,Thu,Medium,20,35.6
1023,3,Chinese,18,Wed,Medium,26,33.7
1066,1,Fast Food,21,Tue,Medium,24,33.1
1085,5,Fast Food,21,Mon,Medium,16,28.4
1002,5,South Indian,23,Sat,Medium,15,29.0
1091,1,South Indian,23,Thu,Medium,24,32.2
1073,7,Italian,17,Fri,Low,24,40.1
1065,5,Chinese,9,Tue,Low,16,25.9
1075,2,Fast Food,21,Mon,Medium,12,18.4
1067,8,Chinese,13,Fri,High,23,55.8
1052,8,Indian,14,Mon,Low,18,36.2
1062,5,Chinese,19,Thu,Medium,12,33.2
1023,5,Indian,17,Fri,Medium,15,31.9
1026,1,South Indian,13,Thu,Low,29,31.0
1068,7,South Indian,14,Fri,High,18,43.8
1082,4,Italian,8,Tue,High,10,23.2
1055,5,Chinese,13,Sun,Low,18,34.0
1006,6,Chinese,18,Wed,Medium,21,36.6
1035,5,Indian,10,Sun,Medium,13,28.0
1022,4,South Indian,8,Wed,High,25,33.2
1043,1,Indian,15,Sun,Medium,14,24.4
1015,4,South Indian,11,Mon,Low,26,32.8
1086,1,Indian,23,Sat,Medium,26,35.7
1060,2,South Indian,17,Fri,High,15,26.6
1012,1,Indian,15,Thu,Low,24,27.3
1049,2,South Indian,17,Sat,Medium,10,16.5
1042,2,Indian,21,Tue,Low,22,38.4
1038,1,Chinese,18,Tue,High,25,36.8
1082,6,Italian,11,Tue,Low,11,21.5
1045,3,Indian,11,Wed,High,28,41.9
1035,1,Italian,19,Thu,Medium,11,21.6
1030,5,Chinese,21,Tue,Medium,30,46.9
1088,6,Chinese,17,Tue,High,21,40.9
1030,6,South Indian,11,Sun,High,21,46.2
1078,5,Italian,13,Mon,Medium,17,33.6
1006,3,Fast Food,21,Fri,Low,21,26.9
1067,6,South Indian,16,Fri,Medium,20,36.2
1080,2,Italian,12,Fri,Medium,11,17.6
1007,8,Indian,23,Sat,Medium,10,31.4
1052,3,Indian,19,Sun,Medium,13,27.9
1014,7,Chinese,20,Sun,Low,18,43.6
1073,5,Fast Food,17,Mon,Medium,16,25.5
1015,3,Indian,21,Wed,Medium,19,33.7
1021,1,Italian,22,Sat,Low,29,33.0
1035,8,Italian,15,Mon,Medium,23,39.3
1066,3,Indian,15,Tue,Medium,10,21.9
1091,2,Italian,11,Thu,Medium,14,21.6
1002,8,Italian,22,Sat,Low,22,37.6
1035,1,Chinese,18,Sat,Medium,15,21.5
1082,4,Fast Food,17,Tue,Low,26,30.4
1078,5,Chinese,16,Tue,Medium,24,35.9
1020,8,Fast Food,16,Thu,High,16,30.7
1082,5,Italian,12,Fri,Medium,17,31.2
1010,3,Fast Food,13,Sat,Low,30,36.3
1025,6,Italian,12,Mon,Medium,11,28.7
1066,1,Italian,10,Wed,High,27,43.3
1025,4,Chinese,18,Tue,Low,30,31.4
1054,1,Chinese,15,Tue,High,16,24.7
1033,5,South Indian,16,Wed,Medium,29,41.4
1036,1,Indian,22,Mon,High,25,37.6
1095,4,South Indian,11,Tue,Low,28,38.0
1014,6,South Indian,16,Wed,Low,18,27.7
1065,3,Fast Food,16,Sun,High,21,34.0
1080,2,Italian,14,Tue,Medium,23,37.9
1054,1,Italian,23,Fri,Low,16,16.8
1052,8,Italian,15,Fri,Medium,11,31.9
1003,2,Indian,22,Tue,Low,26,32.8
1099,5,Fast Food,10,Sun,High,20,36.3
1041,3,Fast Food,22,Tue,Medium,27,25.6
1006,7,Italian,12,Fri,High,21,41.3
1025,3,South Indian,10,Sun,High,12,29.0
1013,1,Indian,14,Tue,Low,30,38.5
1098,8,South Indian,13,Sun,Medium,23,50.6
1008,6,Chinese,18,Mon,High,24,46.1
1021,3,Fast Food,10,Mon,Medium,28,33.4
1098,1,Fast Food,16,Thu,High,19,27.1
1068,1,South Indian,19,Mon,Medium,18,29.3
1025,2,Indian,8,Sat,Low,19,26.0
1079,3,Fast Food,17,Sun,High,29,41.4
1068,1,South Indian,10,Sat,Low,13,13.5
1045,2,Indian,22,Sat,Low,28,41.1
1060,8,South Indian,22,Tue,Medium,19,32.6
1012,4,Indian,22,Tue,High,26,37.9
1032,8,Italian,18,Wed,Medium,21,46.8
1096,7,Indian,22,Sun,Low,10,27.3
1092,2,Chinese,17,Sat,Medium,20,33.3
1013,2,Italian,18,Sat,Medium,22,35.8
1031,1,South Indian,14,Mon,Medium,10,22.9
1078,5,Italian,10,Fri,Low,10,21.8
1020,5,Italian,21,Sun,Medium,30,53.8
1018,6,South Indian,10,Fri,High,25,36.8
1093,5,South Indian,9,Sun,Medium,16,28.1
1060,2,Chinese,16,Sun,Low,19,17.7
1063,6,South Indian,18,Thu,High,25,41.3
1006,8,Fast Food,11,Wed,Medium,10,21.8
1032,1,Fast Food,17,Fri,High,18,23.5
1093,8,Chinese,20,Thu,Low,15,31.6
1043,3,Indian,13,Mon,Low,24,35.3
1002,7,Indian,9,Wed,Medium,13,30.0
1060,7,Fast Food,16,Wed,Medium,24,36.6
1023,2,South Indian,22,Sat,Medium,19,30.9
1083,2,Chinese,14,Sun,Medium,25,41.2
1031,6,Indian,17,Sun,Low,22,39.7
1005,1,Indian,12,Tue,Medium,28,36.4
1083,4,Italian,14,Sun,Medium,29,52.8
1034,2,Fast Food,21,Sun,Medium,13,29.2
1010,4,South Indian,11,Sun,Medium,29,34.9
1089,8,Chinese,20,Sat,Medium,25,54.8
1002,4,Indian,23,Mon,Medium,20,29.3
1011,5,Italian,23,Sun,Medium,24,41.6
1050,1,Fast Food,17,Sat,Medium,20,24.6
1031,7,Fast Food,20,Wed,Low,20,34.4
1056,7,Chinese,22,Sat,Medium,12,31.4
1079,4,Indian,14,Sun,High,26,52.2
1073,7,Chinese,9,Thu,Medium,14,31.6
1087,8,Chinese,14,Sat,Low,22,43.4
1083,1,Italian,22,Fri,High,19,25.1
1009,5,Fast Food,11,Mon,Low,14,18.0
1099,1,South Indian,11,Mon,Low,21,19.6
1021,2,Fast Food,8,Wed,Medium,17,17.1
1073,4,Fast Food,19,Sat,Medium,21,32.4
1028,1,Italian,10,Wed,Low,25,21.9
1062,8,South Indian,12,Wed,Medium,11,27.2
1007,7,Indian,12,Thu,Medium,12,30.6
1080,3,South Indian,9,Tue,Low,27,33.7
1016,1,Indian,11,Wed,Medium,26,32.0
1097,4,South Indian,8,Tue,Medium,11,25.9
1004,5,Chinese,22,Tue,Medium,21,35.8
1004,7,South Indian,16,Mon,Low,26,34.2
1040,5,Italian,8,Fri,Low,15,23.5
1017,4,Indian,13,Fri,Medium,26,50.3
1052,7,Fast Food,14,Sat,High,11,37.9
1093,2,Italian,10,Thu,Medium,17,24.0
1052,7,Indian,19,Thu,Medium,23,49.3
1036,2,Indian,22,Fri,Low,15,16.8
1038,5,Fast Food,8,Sat,Medium,18,27.3
1050,5,Chinese,14,Sun,Low,10,20.0
1063,4,Italian,10,Fri,High,14,33.0
1063,2,Fast Food,20,Sat,Medium,16,23.1
1062,5,Fast Food,17,Sat,High,18,33.8
1099,2,Chinese,19,Sat,Medium,23,34.0
1007,5,Italian,19,Sat,High,18,45.6
1027,7,Fast Food,13,Mon,Low,13,25.4
1092,1,Chinese,20,Mon,Low,29,31.4
1086,8,Italian,19,Fri,High,24,52.0
1014,3,South Indian,21,Sat,Medium,13,29.8
1071,8,Indian,13,Wed,High,12,43.7
1086,7,Chinese,21,Sat,Low,30,55.3
1005,6,Indian,23,Wed,Medium,23,43.5
1055,8,South Indian,19,Mon,Medium,18,38.3
1002,1,Fast Food,11,Sat,Low,28,25.7
1062,6,Fast Food,19,Tue,Medium,15,25.5
1091,5,Italian,18,Fri,Medium,12,23.0
1021,3,Chinese,13,Sat,Low,27,43.0
1079,3,Chinese,18,Thu,Low,25,25.6
1021,5,Italian,17,Wed,Low,12,21.5
1010,5,Indian,11,Sun,Low,11,24.1
1087,2,Fast Food,23,Sun,Medium,11,14.3
1058,5,Fast Food,22,Sat,Low,19,22.1
1039,4,Chinese,20,Tue,Low,24,30.5
1005,8,Chinese,15,Wed,High,12,31.5
1065,5,Italian,16,Tue,Medium,17,30.8
1013,4,South Indian,9,Sun,Medium,27,42.0
1085,5,Indian,14,Fri,Medium,20,44.8
1090,2,South Indian,16,Sun,High,16,31.6
1085,4,South Indian,16,Fri,Low,28,36.0
1053,8,Chinese,19,Fri,Medium,16,44.2
1082,1,Chinese,12,Mon,Medium,11,17.8
1045,4,Chinese,8,Sun,Medium,15,32.1
1032,7,South Indian,13,Sun,High,14,41.5
1036,2,Indian,22,Tue,High,23,39.8
1081,6,Chinese,23,Sat,High,27,50.4
1099,8,Fast Food,15,Thu,Low,13,21.7
1060,4,Indian,8,Thu,Low,13,26.8
1011,7,Fast Food,9,Fri,High,22,35.0
1063,7,Indian,20,Thu,Medium,30,51.0
1021,8,Chinese,20,Wed,Low,10,32.9
1052,8,Italian,23,Tue,Medium,29,51.3
1055,7,Chinese,8,Tue,Low,14,26.6
1026,5,South Indian,12,Tue,Low,12,21.0
1068,7,South Indian,9,Wed,High,30,52.2
1034,5,Indian,23,Sat,Low,28,43.1
1052,6,South Indian,22,Mon,Low,22,32.5
1082,2,Chinese,17,Wed,Low,16,17.1
1099,3,Fast Food,17,Tue,Medium,19,27.1
1093,5,Chinese,21,Tue,Low,12,25.4
1052,7,Indian,11,Sun,Medium,11,29.6
1029,7,South Indian,8,Tue,Medium,16,32.0
1038,1,Fast Food,14,Sat,High,18,32.8
1042,7,Italian,15,Thu,Low,30,44.8
1021,2,Fast Food,12,Mon,High,21,31.5
1042,4,Fast Food,9,Wed,Low,19,20.1
1013,4,Chinese,15,Tue,Medium,28,39.0
1064,7,Italian,8,Sun,Medium,22,40.1
1017,1,Indian,22,Sun,Low,19,26.5
1009,5,Indian,14,Fri,Medium,14,31.4
1041,2,Fast Food,8,Mon,Low,24,20.8
1001,1,Fast Food,19,Sun,Low,30,37.8
1002,5,South Indian,13,Fri,Medium,12,29.4
1060,2,Italian,20,Mon,Medium,17,34.9
1048,7,Fast Food,13,Tue,Low,15,31.1
1029,4,South Indian,22,Mon,Low,28,34.8
1097,2,Italian,12,Mon,Low,26,31.7
1010,7,Indian,22,Tue,Medium,19,36.9
1058,6,South Indian,9,Sat,Medium,10,29.9
1060,3,Italian,9,Sun,Low,22,32.5
1021,2,South Indian,16,Fri,Low,19,24.3
1028,3,Fast Food,12,Sat,Medium,21,26.5
1075,2,Chinese,12,Fri,High,11,19.5
1034,3,Indian,14,Thu,Medium,19,36.9
1008,6,Fast Food,13,Sun,High,30,54.9
1059,4,Fast Food,9,Fri,Low,10,12.4
1086,8,Italian,18,Fri,High,10,36.1
1072,5,South Indian,8,Mon,Medium,29,38.4
1049,3,Indian,23,Thu,High,24,43.2
1079,6,Fast Food,12,Tue,Low,10,19.3
1017,3,Italian,11,Tue,Medium,30,43.5
1060,4,Indian,19,Wed,Medium,18,36.6
1087,3,South Indian,10,Thu,Medium,16,28.0
1088,6,Fast Food,9,Mon,High,25,36.4
1045,7,Fast Food,17,Wed,Medium,25,38.3
1083,6,Fast Food,9,Wed,High,22,38.9
1069,8,Indian,21,Tue,Medium,19,45.9
1032,8,Indian,22,Fri,Medium,27,44.6
1044,8,Indian,11,Mon,Low,18,35.1
1065,1,Indian,9,Thu,High,21,33.0
1087,4,Italian,11,Wed,Medium,22,28.3
1008,7,Chinese,10,Mon,Medium,20,33.1
1077,1,Italian,16,Tue,Medium,24,34.3
1072,4,Fast Food,14,Wed,Medium,19,29.0
1087,7,Italian,21,Wed,High,19,49.8
1043,3,South Indian,20,Sat,Low,18,33.8
1001,7,Indian,18,Tue,Low,12,28.2
1051,6,South Indian,22,Sat,Low,25,36.0
1024,1,South Indian,19,Tue,High,21,38.6
1099,3,Fast Food,10,Tue,Low,26,27.0
1024,6,Indian,20,Sat,Low,24,44.9
1017,4,South Indian,22,Sun,Low,12,18.5
1005,7,Fast Food,21,Mon,Medium,14,29.1
1020,6,Indian,15,Mon,Medium,22,36.1
1021,3,Chinese,16,Sun,Low,15,26.3
1058,1,Fast Food,20,Mon,High,18,33.4
1031,1,Italian,14,Fri,High,28,47.6
1100,8,Indian,13,Wed,Low,16,38.0
1011,7,South Indian,11,Mon,Medium,22,36.7
1052,6,South Indian,12,Fri,Medium,14,29.2
1015,8,Italian,15,Wed,Low,25,39.1
1083,3,Italian,10,Mon,Low,13,19.3
1007,8,South Indian,9,Tue,Medium,14,28.9
1028,2,Indian,10,Sun,Medium,29,43.6
1051,4,Fast Food,19,Thu,Low,28,37.3
1058,8,Italian,14,Mon,High,15,47.1
1005,4,Italian,15,Thu,Medium,13,26.9
1005,3,Italian,8,Mon,Medium,10,21.9
1094,2,Chinese,20,Tue,Low,26,31.5
1096,1,Indian,14,Sun,Medium,18,30.5
1008,7,Indian,16,Sun,Medium,25,47.6
1064,5,Indian,19,Thu,Medium,11,34.3
1010,5,Indian,20,Fri,High,20,44.2
1038,7,Indian,21,Tue,High,14,42.6
1096,3,South Indian,21,Thu,Medium,22,35.4
1092,2,Italian,22,Thu,Medium,29,32.1
1081,2,South Indian,10,Sat,High,26,41.3
1095,4,Chinese,22,Sat,Medium,24,36.6
1008,1,Fast Food,10,Tue,Low,21,19.6
1025,6,Italian,15,Tue,Medium,15,30.7
1073,8,Chinese,11,Tue,Low,29,42.9
1066,2,South Indian,21,Wed,High,22,38.1
1079,7,Fast Food,15,Fri,Medium,27,37.6
1050,6,Chinese,12,Mon,Medium,24,34.7
1067,5,Fast Food,21,Sat,Low,24,38.9
1049,6,Chinese,10,Sun,Medium,17,32.9
1036,1,South Indian,22,Sun,High,28,39.4
1068,7,Fast Food,11,Thu,Low,23,30.8
1078,1,Chinese,21,Sat,Medium,16,26.5
1041,6,South Indian,23,Mon,High,23,40.3
1089,8,Italian,11,Tue,Medium,14,39.1
1062,3,South Indian,15,Sun,Medium,24,36.4
1010,2,South Indian,13,Sat,Medium,30,42.0
1021,7,Italian,14,Fri,Medium,24,40.4
1036,3,South Indian,16,Fri,Low,13,20.4
1012,6,Italian,22,Wed,Low,10,18.8
1091,2,Italian,13,Sat,Medium,26,41.0
1002,4,Italian,10,Tue,High,29,45.0
1013,3,Chinese,22,Thu,Low,10,12.7
1053,3,Fast Food,20,Wed,Low,25,30.2
1032,6,Chinese,10,Tue,Medium,22,35.1
1095,5,Italian,18,Wed,High,27,47.8
1016,6,Fast Food,10,Sat,Low,19,28.2
1032,3,Fast Food,19,Mon,High,27,45.7
1032,2,Italian,17,Sun,Low,26,38.0
1098,8,Fast Food,9,Sat,High,18,36.5
1011,5,Fast Food,8,Tue,Medium,23,30.0
1010,6,Chinese,23,Thu,Medium,30,51.3
1015,8,Fast Food,23,Thu,Medium,22,31.9
1017,7,Italian,18,Tue,High,29,54.0
1040,6,Indian,17,Wed,Low,29,43.4
1018,3,Indian,8,Fri,Low,23,27.9
1055,8,Indian,11,Tue,Medium,20,38.0
1073,3,Italian,10,Sun,High,22,45.9
1025,4,Indian,12,Sat,High,26,52.7
1059,8,Chinese,19,Thu,Medium,12,36.7
1078,8,Italian,16,Mon,Medium,10,25.2
1089,6,Italian,19,Thu,Low,30,50.6
1022,3,Italian,20,Fri,High,14,30.2
1030,7,Fast Food,15,Thu,High,22,40.7
1084,1,Fast Food,19,Fri,Medium,14,14.9
1085,5,Fast Food,16,Sun,Medium,14,25.0
1044,1,South Indian,23,Tue,High,21,33.5
1032,5,Chinese,23,Thu,High,11,20.5
1051,7,Italian,23,Wed,Medium,25,41.0
1046,8,Italian,20,Sat,Medium,26,53.9
1021,8,Fast Food,12,Wed,Medium,14,26.4
1099,6,Italian,15,Sat,Medium,21,37.8
1032,4,Italian,11,Thu,Medium,24,35.8
1094,3,Indian,12,Sun,Medium,15,32.5
1039,3,Italian,22,Thu,Medium,22,36.5
1012,3,South Indian,19,Sat,Medium,20,38.5
1047,6,Fast Food,10,Sun,Medium,26,43.5
1018,5,Chinese,12,Mon,Low,18,25.4
1021,8,Chinese,19,Sun,High,25,58.2
1013,7,Indian,10,Thu,Medium,26,41.5
1021,3,Chinese,12,Mon,Low,29,43.2
1008,1,Chinese,18,Mon,Medium,27,33.1
1046,3,Fast Food,21,Sat,High,22,41.8
1007,8,Fast Food,12,Mon,High,20,33.1
1023,6,South Indian,13,Mon,Medium,22,43.1
1096,7,Indian,16,Tue,High,22,45.9
1075,4,Chinese,8,Sun,Low,21,32.6
1086,7,South Indian,19,Wed,High,23,48.6
1022,1,Indian,17,Mon,Low,22,25.4
1089,3,Chinese,21,Wed,Low,18,27.5
1022,3,Chinese,13,Mon,Medium,23,37.1
1092,2,Fast Food,8,Wed,Medium,10,17.0
1029,5,Italian,13,Thu,Medium,18,35.9
1013,1,Indian,9,Thu,High,13,32.6
1082,2,Chinese,15,Wed,High,21,33.8
1002,7,Indian,18,Sun,Medium,23,48.8
1029,4,South Indian,10,Mon,Medium,18,31.6
1085,5,South Indian,17,Tue,Low,12,15.3
1079,1,Italian,21,Sun,Low,15,21.7
1052,3,Chinese,13,Wed,Medium,12,24.4
1027,7,Fast Food,13,Sun,Low,10,21.0
1050,1,Chinese,22,Fri,Medium,30,34.6
1095,3,Indian,11,Tue,Medium,12,23.5
1079,8,South Indian,12,Fri,Low,23,38.3
1023,5,Indian,9,Wed,Medium,29,44.5
1088,8,Italian,17,Mon,Low,11,26.4
1044,8,South Indian,22,Sun,Medium,21,44.5
1077,3,Fast Food,17,Sun,High,19,34.1
1022,4,South Indian,15,Fri,Medium,22,37.9
1043,7,Chinese,23,Sun,Low,29,45.2
1037,6,Chinese,17,Wed,Medium,13,20.6
1061,3,South Indian,14,Tue,Low,28,38.7
1097,4,Italian,17,Mon,Medium,10,29.0
1056,6,Chinese,13,Fri,Medium,20,42.9
1003,7,Chinese,14,Sun,Medium,25,53.4
1063,8,Fast Food,19,Wed,High,28,51.7
1019,5,South Indian,8,Mon,Medium,28,42.7
1023,5,Chinese,21,Mon,Low,21,38.9
1029,7,Italian,23,Thu,Low,12,24.6
1030,7,Indian,21,Mon,High,27,54.1
1039,1,South Indian,12,Wed,Low,26,28.2
1025,4,Fast Food,14,Tue,Medium,14,28.1
1008,8,Chinese,23,Sat,Medium,25,38.1
1058,4,Italian,8,Thu,Medium,23,34.6
1016,7,South Indian,9,Wed,High,28,42.7
1072,2,Italian,16,Wed,Medium,15,23.2
1001,2,Italian,19,Wed,Medium,12,30.7
1005,6,Fast Food,10,Fri,High,15,27.9
1003,6,South Indian,13,Sun,Medium,21,41.9
1065,2,Chinese,22,Fri,Medium,29,38.6
1004,7,Fast Food,14,Tue,Medium,20,39.6
1099,7,Chinese,16,Wed,Medium,16,35.5
1096,6,Indian,12,Sun,High,10,34.9
1064,3,Italian,23,Fri,Low,25,33.1
1098,7,Indian,11,Fri,Medium,25,45.2
1089,2,Italian,18,Fri,High,26,37.5
1010,4,Fast Food,19,Tue,Medium,24,29.9
1021,7,Chinese,22,Tue,Low,30,39.9
1046,8,Chinese,9,Wed,Medium,18,40.7
1091,7,Fast Food,10,Thu,High,14,37.2
1027,3,South Indian,23,Wed,High,29,42.1
1066,6,Indian,23,Fri,Medium,17,38.0
1041,7,Indian,22,Sat,Low,30,46.7
1013,5,Chinese,12,Sun,High,10,32.0
1009,1,Chinese,18,Fri,Medium,16,20.0
1036,2,Chinese,22,Mon,High,20,35.6
1086,8,Fast Food,20,Sat,Medium,29,48.5
1090,8,South Indian,9,Sat,Low,30,43.7
1058,8,Indian,20,Sun,Medium,22,50.5
1054,5,Italian,11,Wed,Low,22,34.5
1012,8,Fast Food,8,Fri,Medium,16,29.9
1081,8,Indian,11,Fri,High,20,44.0
1078,6,South Indian,23,Thu,Medium,27,38.1
1014,4,Fast Food,14,Mon,High,10,21.1
1034,1,Indian,22,Wed,Medium,21,27.4
1053,5,Fast Food,21,Tue,High,12,29.5
1020,1,Indian,19,Wed,High,10,29.5
1075,2,Indian,10,Sat,Medium,13,22.1
1016,6,South Indian,23,Wed,Medium,15,30.8
1095,7,Italian,17,Thu,Medium,14,29.8
1070,4,South Indian,15,Wed,Medium,20,28.7
1056,6,Indian,13,Thu,Low,29,50.5
1083,1,Fast Food,13,Sat,High,22,28.4
1058,5,South Indian,21,Thu,High,20,38.3
1004,2,Italian,22,Sun,Medium,15,26.7
1004,2,Indian,8,Sun,Medium,28,40.6
1020,6,South Indian,12,Fri,Medium,24,32.7
1010,7,South Indian,10,Tue,Medium,30,44.1
1024,5,South Indian,23,Sat,Medium,22,39.9
1099,7,South Indian,22,Thu,High,19,36.1
1026,7,Fast Food,23,Mon,Medium,10,24.8
1037,8,Italian,17,Sat,Low,22,38.3
1085,5,Italian,22,Mon,High,15,28.4
1054,1,Indian,8,Tue,Medium,30,40.3
1021,6,Chinese,15,Thu,High,29,49.6
1074,6,Fast Food,14,Sat,Low,21,30.4
1038,8,Indian,14,Sat,Low,26,48.8
1046,3,Indian,19,Tue,High,27,53.6
1004,6,South Indian,17,Fri,Low,17,28.8
1060,2,Chinese,21,Mon,High,23,43.9
1057,1,Chinese,17,Sat,High,14,24.4
1045,5,Fast Food,17,Wed,Medium,11,22.7
1020,6,Chinese,11,Mon,Low,20,26.5
1017,1,Indian,20,Thu,Medium,12,20.6
1071,8,Chinese,22,Tue,High,25,50.9
1004,6,Chinese,18,Mon,Medium,30,40.8
1093,5,Italian,13,Wed,Medium,25,48.6
1014,4,Indian,23,Sun,Medium,18,30.4
1003,5,Chinese,20,Wed,Low,22,33.1
1088,5,Chinese,16,Tue,High,19,40.5
1080,5,South Indian,22,Tue,High,26,41.1
1058,6,Chinese,21,Sun,High,30,60.2
1055,3,Chinese,10,Mon,Medium,26,32.1
1004,5,Italian,22,Thu,High,19,37.2
1024,8,Indian,16,Fri,Low,17,35.6
1034,2,Fast Food,11,Wed,Medium,16,16.1
1030,2,Indian,12,Tue,Medium,23,35.7
1082,8,South Indian,14,Fri,High,27,53.3
1019,1,Indian,13,Fri,High,30,48.2
1031,3,Chinese,17,Fri,High,28,39.4
1060,1,South Indian,15,Thu,High,27,34.5
1060,8,Indian,15,Tue,High,23,45.9
1019,2,South Indian,15,Wed,Low,19,19.8
1049,7,Fast Food,10,Tue,High,10,31.2
1063,2,Indian,22,Mon,Medium,18,31.0
1083,4,Chinese,23,Wed,Medium,27,39.6
1022,5,South Indian,21,Tue,Low,22,33.0
1024,7,Italian,17,Wed,Medium,26,41.1
1076,2,South Indian,13,Mon,Medium,25,33.7
1030,6,Italian,14,Sat,Medium,20,42.9
1058,6,Chinese,16,Wed,Medium,18,33.6
1031,1,Fast Food,17,Sat,High,16,26.6
1100,7,Italian,17,Fri,High,10,32.6
1064,1,Fast Food,21,Sun,Medium,18,28.5
1019,5,South Indian,19,Thu,Medium,19,38.8
1048,5,Chinese,22,Mon,Low,25,32.9
1045,4,Italian,23,Wed,Medium,30,45.5
1100,8,South Indian,11,Mon,Low,27,37.4
1094,8,Indian,12,Fri,High,23,50.2
1055,3,South Indian,15,Sat,Medium,20,31.5
1055,1,Fast Food,8,Thu,Low,13,10.3
1097,5,Chinese,19,Mon,Medium,28,44.9
1018,8,Chinese,13,Sat,Medium,22,52.1
1063,1,South Indian,22,Fri,Medium,10,13.0
1092,5,Indian,11,Fri,Low,30,45.2
1047,2,Fast Food,12,Fri,High,28,39.8
1075,1,South Indian,18,Sun,Low,24,29.2
1057,2,South Indian,12,Sat,Low,29,33.7
1045,1,Chinese,9,Wed,Low,24,23.3
1033,3,Fast Food,15,Tue,Medium,20,18.4
1017,4,Indian,22,Mon,Low,14,24.8
1070,6,Chinese,9,Sun,Low,19,29.5
1004,8,South Indian,11,Tue,Medium,27,41.5
1020,6,Chinese,19,Fri,Medium,16,37.5
1047,6,Chinese,20,Tue,Low,10,24.5
